Run 1: 13.4638 s
Run 2: 12.4312 s
Run 3: 9.1736 s
Run 4: 28.4886 s
Run 5: 9.5028 s
Run 6: 6.2020 s
Run 7: 7.0170 s
Run 8: 16.0390 s
Run 9: 6.3457 s
Run 10: 4.9015 s

── Povzetek časa ──
Povprečni čas: 11.3565 s
Standardni odklon: 6.6439 s
Minimalni čas: 4.9015 s
Maksimalni čas: 28.4886 s
