Run 1: 20.1285 s
Run 2: 2.2893 s
Run 3: 20.1372 s
Run 4: 4.7115 s
Run 5: 3.1213 s
Run 6: 4.8978 s
Run 7: 2.5403 s
Run 8: 2.0565 s
Run 9: 5.1622 s
Run 10: 2.6060 s

── Povzetek časa ──
Število jeder: 8
Povprečni čas: 6.7651 s
Standardni odklon: 6.7697 s
Minimalni čas: 2.0565 s
Maksimalni čas: 20.1372 s
