Run 1: 8.9528 s
Run 2: 31.0302 s
Run 3: 7.1745 s
Run 4: 7.3963 s
Run 5: 29.1958 s
Run 6: 7.0074 s
Run 7: 9.8941 s
Run 8: 8.7986 s
Run 9: 26.3748 s
Run 10: 30.0195 s

── Povzetek časa ──
Število jeder: 1
Povprečni čas: 16.5844 s
Standardni odklon: 10.3556 s
Minimalni čas: 7.0074 s
Maksimalni čas: 31.0302 s
